INPUT:hyponym	INPUT:hypernym	INPUT:genitive	OUTPUT:judgement	CONFIDENCE:judgement
газета	сми	сми	True	99.99%
газета	сочинение	сочинения	False	95.29%
газета	средство_массовой_информации	средства_массовой_информаций	True	99.99%
герой	божествами_о_гневе_небес	божеств_о_гнева_небес	False	99.82%
герой	воин	воина	True	87.34%
герой	выражение	выражения	False	99.95%
герой	имя	имени	False	99.99%
герой	культурных_растений	культурных_растений	False	99.99%
герой	лицо	лица	False	86.65%
герой	личность	личности	True	99.99%
герой	людей, люди	людей	True	99.99%
герой	мелочью	мелочи	False	99.95%
герой	мужчина	мужчины	True	99.99%
герой	образ	образа	True	99.99%
герой	образец	образца	True	84.61%
герой	особа	особы	True	98.11%
герой	персонаж	персонажа	True	99.99%
герой	персона	персоны	True	97.60%
герой	посёлок	посёлка	False	99.99%
герой	рыцарь	рыцаря	False	81.27%
герой	художественные_средства	художественных_средств	False	78.45%
герой	че­ловек	че­ловека	True	99.99%
герой	человек, —	человек, —	True	99.99%
герой	человек —	человек —	True	99.92%
герой	человек	человека	True	99.99%
герой	человеческая_личность	человеческой_личности	True	99.21%
глава	авторитетному_человеку	авторитетного_человека	True	98.96%
глава	бумага	бумаги	False	99.93%
глава	валюта	валюты	False	76.53%
глава	верх	верха	False	88.28%
глава	вождями	вождей	False	88.28%
глава	денежная_единица	денежной_единицы	True	98.07%
глава	еще	еще	False	99.82%
глава	жанр	жанра	True	82.53%
глава	заместитель	заместителя	False	98.45%
глава	купол	купола	True	77.60%
глава	личность	личности	False	97.23%
глава	личностный	личностного	False	97.23%
глава	люди	людей	True	99.38%
глава	материал	материала	False	99.89%
глава	недвижимое_имущество	недвижимого_имущества	False	99.99%
глава	образованнейшего_человека	образованнейшего_человека	False	99.93%
глава	основные_постановления	основных_постановлений	True	65.80%
глава	подраздел	подраздела	True	70.16%
глава	пустячных_ограничениях	пустячных_ограничений	False	99.99%
глава	раздел_текста	раздела_текста	True	99.14%
глава	руководитель	руководителя	True	99.99%
глава	состав	состава	False	82.03%
глава	сотрудник	сотрудника	False	98.79%
глава	сторона	стороны	False	99.42%
глава	текст	текста	True	99.40%
глава	только	только	False	99.99%
глава	точка	точки	False	64.46%
глава	фигура	фигуры	False	99.93%
глава	фрагмент	фрагмента	False	75.43%
глава	чело­век	чело­века	False	69.61%
глава	человек, —	человек, —	True	99.99%
глава	человек —	человек —	True	79.53%
глава	человек	человека	True	99.02%
глава	элемент{	элемент{	False	95.69%
глаз	вытянутой_шеи	вытянутой_шей	False	99.99%
глаз	деформации,	деформаций,	False	99.97%
глаз	деятельность	деятельности	False	99.99%
глаз	зрачок	зрачка	False	99.37%
глаз	колдовство	колдовства	False	99.96%
глаз	ксива	ксивы	False	99.99%
глаз	лампочка	лампочки	False	99.99%
глаз	лампа	лампы	False	99.99%
глаз	мелочь	мелочи	False	99.99%
глаз	надзор	надзора	False	83.37%
глаз	органов_чувств, органы_чувств	органов_чувств	True	99.99%
глаз	рабдомер	рабдомера	False	99.99%
глаз	рефлекс	рефлекса	False	99.99%
глаз	сложного_органа	сложного_органа	True	99.99%
глаз	способность	способности	False	99.84%
год	английских_туристов	английских_туристов	False	99.96%
год	армия	армии	False	99.96%
год	армий	армий	False	99.99%
год	возраст	возраста	True	99.99%
год	время_года	времени_годов	False	99.99%
год	единица_измерения	единицы_измерений	True	99.99%
год	интерцикла	интерцикла	False	96.13%
год	мера_времени	меры_времени	True	99.99%
год	наводнения —	наводнения —	False	99.92%
год	наука	науки	False	99.98%
год	отдельного_разговора	отдельного_разговора	False	99.99%
год	период, периода, периодом	периода	True	99.99%
год	праздник	праздника	False	98.94%
год	пролетним	пролетнего	False	99.79%
год	промежуток_времени	промежутка_времени	True	99.99%
год	ровесник	ровесника	False	98.94%
год	сезон	сезона	False	99.96%
год	цзеци	цзеци	False	99.99%
голова	атемпоральное	атемпорального	False	99.98%
голова	величина	величины	True	90.04%
голова	детали_техники_удара_ногой	деталей_техников_удара_ноги	False	99.98%
голова	детёныш	детёныша	False	99.60%
голова	единица	единицы	False	99.22%
голова	кипик	кипика	False	99.98%
голова	контручение	контручения	False	99.98%
голова	круг	круга	False	99.98%
голова	лидер	лидера	False	64.46%
голова	ментальная_способность	ментальной_способности	False	99.99%
голова	место	места	False	99.22%
голова	мужчина	мужчины	False	99.85%
голова	объем	объёма	False	98.75%
голова	орган	органа	True	99.88%
голова	органы	органов	True	99.99%
голова	оружие	оружия	False	99.22%
голова	повязка	повязки	False	99.99%
голова	положение	положения	False	87.26%
голова	предмет	предмета	True	68.11%
голова	председатель	председателя	True	87.23%
голова	размер	размера	False	99.89%
голова	руководитель	руководителя	False	94.57%
голова	ряд	ряда	False	98.61%
голова	создание	создания	False	99.99%
голова	специальных_пунктов	специальных_пунктов	False	99.99%
голова	способность	способности	False	99.99%
голова	товар	товара	False	99.79%
голова	тэккэн	тэккэна	False	99.99%
голова	ум	ума	False	99.99%
голова	часть_тела	части_тел	True	99.99%
голова	человек	человека	False	99.13%
голова	число	числа	False	99.99%
голова	член	члена	False	99.97%
голос	веление	веления	False	64.68%
голос	взрывок	взрывка	False	99.98%
голос	выборы	выборов	True	79.04%
голос	громкий	громкого	True	99.02%
голос	дебют	дебюта	False	72.59%
голос	звук	звука	True	99.96%
голос	звуки	звуков	True	99.96%
голос	маломодулированный	маломодулированного	False	99.97%
голос	мелодия	мелодии	True	66.27%
голос	мелочи	мелочей	False	99.99%
голос	мелочь	мелочи	False	99.99%
голос	мнение	мнения	True	99.24%
голос	музыкальная_партия	музыкальной_партии	False	97.36%
голос	неопертый	неопёртого	False	99.99%
голос	обращение	обращения	True	84.86%
голос	обстоятельства	обстоятельств	False	99.99%
голос	однотональный	однотонального	True	92.04%
голос	партия	партии	True	76.38%
голос	позиция_по_вопросу	позиции_по_вопроса	False	91.94%
голос	понимание	понимания	True	83.46%
голос	признак	признака	False	99.99%
голос	странные_звуки	странных_звуков	True	99.44%
город	 топливно	 топливного	False	99.99%
город	вернакулярный	вернакулярного	False	99.48%
город	городское_поселение	городского_поселения	True	55.83%
город	дождь	дождя	False	99.97%
город	житель	жителя	False	99.99%
город	заведение	заведения	False	99.88%
город	имущество	имущества	False	99.08%
город	капля	капли	False	99.92%
город	места	мест	True	99.99%
город	место	места	True	99.99%
город	недвижимое_имущество	недвижимого_имущества	True	93.65%
город	образование	образования	False	66.82%
город	осадок	осадка	False	99.99%
город	погода	погоды	False	97.36%
город	поселение	поселения	True	99.99%
город	прекрасном_месте	прекрасного_места	True	94.28%
город	пункт	пункта	True	91.29%
город	сложных_условиях	сложных_условий	False	99.96%
город	стокгольм	стокгольма	False	99.99%
город	фактор	фактора	False	99.77%
господин	высокознатного	высокознатного	True	99.62%
господин	вышестоящий	вышестоящего	True	99.99%
господин	глава	главы	True	97.96%
господин	женералу	женералу	False	99.99%
господин	знатного_лица	знатного_лиц	True	99.96%
господин	ламуэн	ламуэна	False	99.99%
господин	лицо	лица	True	99.99%
господин	люди	людей	True	99.99%
господин	наименование	наименования	False	99.99%
господин	обращение_к_мужчине	обращения_к_мужчины	True	99.99%
господин	отношение	отношения	True	92.17%
господин	пиволюбец	пиволюбца	False	99.99%
господин	правитель	правителя	True	99.99%
господин	презрение	презрения	False	99.99%
господин	ревнователь	ревнователя	False	99.99%
господин	сговорчивым_человеком	сговорчивого_человека	False	99.99%
господин	сторона_вопроса	стороны_вопроса	False	99.99%
господин	существо	существа	False	50.06%
господин	титул	титула	True	99.99%
господин	хорошего_сына	хорошего_сына	False	99.95%
господин	человек, —	человек, —	True	99.99%
господин	человек_по_роли	человека_по_ролей	True	98.66%
господин	„аморальный	„аморального	False	99.95%
гость	городские_сановники	городских_сановников	False	99.92%
гость	иногородний	иногороднего	True	99.89%
гость	ирмурян	ирмуряна	False	99.95%
гость	кто-нибудь_со_стороны	кого-нибудь_со_сторон	False	69.74%
гость	купец	купца	False	94.28%
гость	машины_он	машиных_его	False	99.99%
гость	мелочах	мелочей	False	99.92%
гость	мелочь	мелочи	False	99.99%
гость	орган	органа	False	99.99%
гость	посторонний_человек	постороннего_человека	True	99.29%
гость	присутствовать	присутствующего	True	99.98%
гость	суперхороший	суперхорошего	False	99.64%
гость	хозяин	хозяина	False	99.64%
гость	чело­век	чело­века	True	99.99%
гость	человек, —	человек, —	True	99.98%
гость	человек —	человек —	True	99.99%
гость	человек_со_стороны	человека_со_сторон	True	99.98%
гость	читатель—	читатель—	False	99.64%
государство	альцидой	альциды	False	99.99%
государство	государства	государств	False	97.04%
государство	государственное	государственного	False	56.08%
государство	государственность	государственности	False	94.10%
государство	идеология	идеологии	False	97.39%
государство	махина, махину	махины	True	60.10%
государство	место	места	False	98.74%
государство	общественных_институтов	общественных_институтов	True	97.62%
государство	общность	общности	True	97.14%
государство	организация	организации	False	96.03%
государство	организации	организаций	False	96.03%
государство	политика	политики	True	98.31%
государство	правовое_образование	правового_образования	True	97.49%
государство	публичное_образование	публичного_образования	False	97.04%
государство	система	системы	True	99.71%
государство	социальные_институты, социальных_институтов	социальных_институтов	True	65.00%
государство	страна	страны	True	99.99%
государство	частные_спонсоры	частных_спонсоров	False	99.97%
гражданин	банкротство,	банкротства,	False	99.81%
гражданин	воин	воина	True	99.99%
гражданин	горожанин	горожанина	True	98.59%
гражданин	застраховалось	застраховавшегося	True	60.09%
гражданин	коммандитист	коммандитиста	False	99.66%
гражданин	лицо	лица	True	99.99%
гражданин	личность	личности	True	99.99%
гражданин	личностный	личностного	True	99.94%
гражданин	мдпч	мдпча	False	99.99%
гражданин	одолжившее	одолжившего	False	99.63%
гражданин	особа	особы	True	98.16%
гражданин	парень	парня	True	87.05%
гражданин	подданный	подданного	True	94.61%
гражданин	положения	положений	False	99.87%
гражданин	свободолюбивый_народ	свободолюбивого_народа	True	94.75%
гражданин	субъективные_права	субъективных_прав	False	99.87%
гражданин	частности	частностей	False	99.98%
граница	вековых_условностей	вековых_условностей	False	96.96%
граница	величина	величины	True	50.03%
граница	грань	грани	True	74.04%
граница	количество	количества	True	82.03%
граница	линейный	линейного	False	99.92%
граница	линия,[	линия,[	True	99.07%
граница	момент_времени	момента_времени	True	98.43%
граница	образ, образом	образа	True	89.92%
граница	отношение	отношения	False	97.36%
граница	профессорами-немарксистами	профессоров-немарксистов	False	99.99%
граница	пустяк	пустяка	False	99.95%
граница	суперзона	суперзоны	False	98.56%
граница	условность	условности	True	91.05%
граница	часть	части	True	98.43%
граница	черта	черты	False	99.81%
граница	– выделяется	– выделяющегося	False	97.50%
группа	групп	групп	False	99.93%
группа	группировка	группировки	True	97.36%
группа	заведение	заведения	False	99.94%
группа	изображение	изображения	False	99.99%
группа	литостратиграфическое_подразделение	литостратиграфического_подразделения	False	78.03%
группа	лупа	лупы	False	99.99%
группа	место	места	False	99.89%
группа	множество	множества	True	99.72%
группа	объединение	объединения	True	99.98%
группа	организация	организации	True	99.98%
группа	подгруппа	подгруппы	False	97.40%
группа	россиянин	россиянина	False	99.99%
группа	совокупность_людей	совокупности_людей	True	99.23%
группа	соединение	соединения	True	95.79%
группа	состав	состава	True	96.68%
группа	субъект_деятельности	субъекта_деятельностей	True	99.99%
группа	учреждение	учреждения	False	61.87%
группа	целое	целого	True	99.21%
группа	чело­век	чело­века	False	99.96%
группа	человек —	человек —	False	92.11%
группа	человек	человека	False	99.89%
данные	автолендом	автолендома	False	99.42%
данные	величина	величины	True	99.75%
данные	выражение	выражения	True	99.23%
данные	значение	значения	True	97.96%
данные	информация	информации	True	99.98%
данные	информации_eumetsat	информаций_eumetsat	False	58.67%
данные	информационный	информационного	True	99.98%
данные	количество	количества	False	93.14%
данные	материал	материала	True	73.80%
данные	микрофильмирована	микрофильмированной	False	99.98%
данные	наука	науки	False	99.95%
данные	образ	образа	False	99.95%
данные	перезапуски	перезапусков	False	99.85%
данные	помощь	помощи	False	99.50%
данные	сведения_о	сведений_о	True	94.75%
данные	сведение	сведения	True	99.99%
данные	соответствующие_материалы	соответствующих_материалов	True	99.98%
данные	структура	структуры	False	74.70%
данные	цифра	цифры	False	61.43%
дверь	вадиманианский	вадиманианского	False	99.99%
дверь	вход	входа	True	99.99%
дверь	деталь	детали	True	91.01%
дверь	дорога	дороги	False	98.18%
дверь	доска	доски	False	99.99%
дверь	доступ	доступа	True	99.78%
дверь	дыра	дыры	True	53.97%
дверь	зеркало	зеркала	False	99.99%
дверь	маскрибу	маскрибы	False	99.99%
дверь	материал	материала	False	99.96%
дверь	неожиданном_повороте_дел	неожиданного_поворота_дел	False	99.99%
дверь	остеопан	остеопана	False	99.99%
дверь	отверстие	отверстия	True	94.48%
дверь	повороте_дел	поворота_дел	False	99.99%
дверь	предмет	предмета	True	99.98%
дверь	предметов	предметов	True	99.98%
дверь	проем_в_стене	проёма_в_стены	True	99.96%
дверь	путь	пути	False	97.36%
дверь	строительные_конструкции	строительных_конструкций	True	99.96%
дверь	убежище	убежища	False	98.34%
движение	алгоритмизированный	алгоритмизированного	False	68.63%
движение	бумага	бумаги	False	99.99%
движение	возникновение	возникновения	False	91.40%
движение	возрастание	возрастания	True	94.04%
движение	грузопассажирский	грузопассажирского	False	99.94%
движение	действие	действия	True	99.99%
движение	документ	документа	False	99.97%
движение	езда	езды	True	81.39%
движение	изменение	изменения	True	99.99%
движение	мелочь	мелочи	False	99.99%
движение	механизм	механизма	True	94.54%
движение	общественная_деятельность	общественной_деятельности	True	72.25%
движение	перевозка	перевозки	True	99.92%
движение	перевозочная_деятельность	перевозочной_деятельности	False	99.81%
движение	перемещение	перемещения	True	99.99%
движение	политика_формирования_идентичности	политики_формирований_идентичностей	False	99.81%
движение	построение	построения	True	50.75%
движение	предмет	предмета	False	99.99%
движение	преобразование	преобразования	True	53.38%
движение	прием	приёма	False	98.81%
движение	провоз	провоза	False	85.31%
движение	психические_нарушения	психических_нарушений	False	99.43%
движение	развитие	развития	True	76.30%
движение	социальная_деятельность	социальной_деятельности	True	70.76%
движение	тотальная_политика_формирования_идентичности	тотальной_политики_формирований_идентичностей	False	99.43%
движение	транспортные_перевозки	транспортных_перевозок	True	98.53%
движение	увеличение	увеличения	False	92.48%
движение	уменьшение	уменьшения	False	88.77%
движение	упражнение	упражнения	True	98.68%
движение	усложнение	усложнения	False	98.74%
двор	,дома	,домов	False	99.64%
двор	антагонизм[	антагонизм[	False	99.99%
двор	военсовхоза	военсовхоза	False	93.68%
двор	дворик	дворика	False	99.99%
двор	дом_усадебного_типа	дома_усадебного_типа	False	99.44%
двор	дорога	дороги	False	58.62%
двор	единица	единицы	False	88.47%
двор	земельный_участок	земельного_участка	True	99.99%
двор	индивидуальное_жилье	индивидуального_жилья	False	99.54%
двор	места_отдыха	мест_отдыха	True	99.97%
двор	местообитании_мороев	местообитания_мороев	False	97.27%
двор	мотоцикла_с_коляской	мотоцикла_с_коляски	False	99.98%
двор	односемейный_дом	односемейного_дома	False	99.37%
двор	помещение	помещения	False	99.84%
двор	постройки	построек	True	99.99%
двор	постройка	постройки	True	88.73%
двор	садик	садика	False	98.77%
двор	сооружение	сооружения	False	99.50%
двор	усилится[	усилится[	False	99.98%
двор	феодализировалось	феодализировавшегося	False	99.99%
двор	хозяйственные_постройки	хозяйственных_построек	True	99.83%
девочка	давалка	давалки	False	62.90%
девочка	дамочка	дамочки	True	99.99%
девочка	девка	девки	True	60.33%
девочка	девушка	девушки	True	99.99%
девочка	девчонка	девчонки	False	90.46%
девочка	дети	детей	True	99.99%
девочка	детки	деток	True	97.88%
девочка	детский	детского	True	99.85%
девочка	дикобразихи	дикобразих	False	99.88%
девочка	дитя	дитяти	True	99.99%
девочка	кариим	кариим	False	99.92%
девочка	лицо,_не_достигшее_восемнадцатилетия	лица,_не_достигнувшего_восемнадцатилетий	True	73.44%
девочка	лучших_своих_рыцарей	наихороших_своих_рыцарей	False	99.95%
девочка	несовершеннолетние_дети	несовершеннолетних_детей	True	99.99%
девочка	праздников_души	праздников_душ	False	99.96%
девочка	ребенок, ребёнок	ребёнка	True	99.99%
девочка	родственник	родственника	True	99.80%
девочка	своих_рыцарей	своих_рыцарей	False	99.99%
девочка	слабостях	слабостей	False	99.99%
девочка	ценный_ресурс	ценного_ресурса	False	99.99%
девочка	чадо	чада	True	99.99%
девочка	эротичка	эротички	True	98.37%
девушка	длинные_были	длинных_былей	False	99.43%
девушка	женский_пол	женского_пол	True	99.99%
девушка	йиара	йиара	False	99.99%
девушка	ладной…	ладной…	False	98.49%
девушка	лицо	лица	True	99.97%
девушка	мелочь	мелочи	False	99.99%
девушка	неприбранное…	неприбранное…	False	99.91%
девушка	прекрасный_пол	прекрасного_пол	True	99.98%
девушка	прислужница	прислужницы	True	87.85%
девушка	пятерка	пятёрки	False	99.99%
девушка	пятерки	пятёрок	False	99.99%
девушка	санталат	санталата	False	99.95%
девушка	словенка…	словенка…	False	99.91%
девушка	у_парней	у_парней	False	99.96%
девушка	украшение	украшения	False	99.99%
девушка	утварь	утвари	False	99.98%
девушка	человек_женского_пола	человека_женского_полы	True	72.39%
действие	бумага	бумаги	False	99.85%
действие	вещь	вещи	True	50.75%
действие	взаимодействие	взаимодействия	False	63.56%
действие	внешние_факторы	внешних_факторов	False	99.93%
действие	воздействие	воздействия	False	91.07%
действие	вычисление	вычисления	False	98.82%
действие	деятельность	деятельности	True	99.99%
действие	документ	документа	False	99.99%
действие	изменение	изменения	True	93.42%
действие	наркотик	наркотика	False	99.13%
действие	наркотика	наркотики	False	94.63%
действие	обстоятельство	обстоятельства	True	52.42%
действие	операция	операции	True	99.96%
действие	параметр	параметра	False	99.99%
действие	перемещение	перемещения	False	92.72%
действие	показатель	показателя	False	99.96%
действие	поступок	поступка	False	71.52%
действие	применение	применения	False	70.53%
действие	противоядие	противоядия	False	96.45%
действие	процесс,_смена_состояний	процесса,_смены_состояний	True	99.99%
действие	проявление	проявления	True	97.35%
действие	работа	работы	True	84.97%
действие	роскошь	роскоши	False	99.99%
действие	свойство	свойства	True	50.75%
действие	сила	силы	False	99.94%
действие	смена_состояний	смены_состояний	True	99.45%
действие	снотворное	снотворного	False	99.99%
действие	событие,_факт	события,_факта	True	99.76%
действие	создание	создания	False	58.62%
действие	факт	факта	False	92.52%
действие	эрогенных_зон	эрогенных_зон	False	99.99%
действие	явление	явления	True	73.41%
дело	аспект	аспекта	False	75.01%
дело	делами_общества	дел_обществ	True	72.81%
дело	дельце	дельца	False	91.86%
дело	деятельность	деятельности	True	99.99%
дело	длящаяся_сущность	длящейся_сущности	False	99.44%
дело	квазивоенная	квазивоенной	False	99.96%
дело	конфликт	конфликта	False	99.99%
дело	конфликтный	конфликтного	False	99.99%
дело	конфликтовать	конфликтующего	False	99.99%
дело	конфронтация	конфронтации	False	99.98%
дело	людских_жилищ	людских_жилищ	False	99.97%
дело	общими_делами_общества	общих_дел_обществ	True	98.24%
дело	организация	организации	False	98.02%
дело	отрасль	отрасли	False	98.02%
дело	папка	папки	True	50.75%
дело	период	периода	False	99.90%
дело	подход	подхода	False	99.99%
дело	положение	положения	False	99.99%
дело	предмет	предмета	False	99.96%
дело	происходящая_сущность	происходящей_сущности	True	77.01%
дело	противоречие	противоречия	False	99.99%
дело	работа	работы	True	99.97%
дело	расхождение	расхождения	False	99.51%
дело	сердженса	сердженса	False	99.95%
дело	собрание	собрания	False	99.93%
дело	состав	состава	False	99.99%
дело	специальность	специальности	False	97.37%
дело	спор	спора	False	99.44%
дело	утверждение	утверждения	False	99.96%
дело	фактор	фактора	False	99.93%
дело	цикл	цикла	False	99.79%
деятельность	действие	действия	True	99.61%
договор	бумага	бумаги	True	94.58%
документ	бумага	бумаги	True	99.99%
жена	девочка	девочки	True	95.27%
жизнь	движение	движения	True	98.95%
жизнь	дело	дела	False	94.97%
завод	город	города	False	99.99%
задача	вопрос	вопроса	True	96.02%
значение	бумага	бумаги	False	99.99%
игра	вещь	вещи	False	97.44%
игра	война	войны	False	99.98%
игра	движение	движения	True	74.13%
игра	действие	действия	True	99.89%
игра	дело	дела	True	89.53%
изменение	дело	дела	True	76.71%
институт	дело	дела	False	99.99%
интерес	внимание	внимания	True	99.92%
интерес	время	времени	False	96.15%
искусство	дело	дела	True	68.33%
исследование	действие	действия	True	99.92%
качество	дело	дела	False	99.93%
класс	вариант	варианта	False	99.81%
класс	группа	группы	True	76.52%
культура	дело	дела	False	99.61%
мать	девушка	девушки	True	99.99%
мера	действие	действия	False	98.80%
месяц	время	времени	True	99.99%
мир	время	времени	False	98.03%
мнение	голос	голоса	False	97.09%
море	берег	берега	False	99.95%
мужчина	дело	дела	False	99.99%
направление	бумага	бумаги	False	99.99%
направление	действие	действия	True	95.88%
направление	дело	дела	False	99.99%
народ	государство	государства	True	75.96%
население	действие	действия	False	99.88%
наука	дело	дела	True	69.98%
начало	вещь	вещи	False	98.99%
начальник	власть	власти	True	99.99%
начальник	время	времени	False	99.99%
начальник	глава	главы	True	98.83%
небо	воздух	воздуха	False	94.42%
область	город	города	False	99.98%
область	дело	дела	False	99.37%
образ	вид	вида	False	51.99%
общество	время	времени	False	99.98%
общество	группа	группы	True	99.99%
объект	действие	действия	False	99.98%
окно	дверь	двери	False	99.99%
операция	бумага	бумаги	False	99.96%
операция	действие	действия	True	99.99%
операция	дело	дела	True	87.79%
опыт	действие	действия	False	96.00%
опыт	дело	дела	False	99.87%
организация	действие	действия	False	97.35%
организация	дело	дела	True	99.76%
основание	дело	дела	False	99.99%
ответ	движение	движения	False	99.99%
ответ	действие	действия	True	76.98%
ответ	дело	дела	False	96.20%
отношение	дело	дела	False	99.99%
партия	группа	группы	True	99.99%
период	группа	группы	False	98.08%
писатель	автор	автора	True	99.61%
политика	дело	дела	True	61.03%
половина	время	времени	False	62.28%
помощь	действие	действия	True	99.98%
помощь	дело	дела	False	76.16%
порядок	группа	группы	False	99.99%
порядок	действие	действия	True	64.44%
правительство	власть	власти	True	99.99%
правительство	время	времени	False	99.98%
предмет	действие	действия	False	99.92%
пример	действие	действия	False	99.37%
проблема	вопрос	вопроса	True	99.91%
производство	дело	дела	True	99.86%
процент	бумага	бумаги	False	99.90%
путь	дело	дела	False	99.99%
работа	вещь	вещи	False	94.56%
работа	дело	дела	True	98.12%
раз	дело	дела	False	99.70%
развитие	действие	действия	True	99.99%
разговор	действие	действия	True	87.72%
район	город	города	True	99.97%
решение	действие	действия	True	99.99%
роль	бумага	бумаги	False	99.99%
рынок	дело	дела	True	82.19%
ряд	дело	дела	False	99.96%
свет	вода	воды	False	99.99%
свобода	возможность	возможности	True	99.58%
ситуация	дело	дела	False	99.98%
служба	действие	действия	True	65.17%
служба	дело	дела	True	59.22%
событие	дело	дела	False	96.01%
создание	действие	действия	True	99.99%
создание	дело	дела	True	99.99%
состав	дело	дела	False	99.71%
состояние	группа	группы	False	99.97%
способ	действие	действия	True	82.33%
средство	вещь	вещи	False	87.61%
средство	действие	действия	True	70.20%
статья	бумага	бумаги	False	98.04%
статья	действие	действия	False	99.79%
статья	дело	дела	True	68.50%
стол	вещь	вещи	True	97.72%
сторона	взгляд	взгляда	True	98.06%
страна	государство	государства	True	99.99%
структура	данные	данных	True	98.71%
структура	дело	дела	True	50.56%
сцена	действие	действия	True	75.97%
сцена	дело	дела	False	79.02%
сын	бог	бога	False	99.90%
сын	брат	брата	False	69.46%
течение	вода	воды	False	92.11%
течение	действие	действия	False	89.50%
труд	дело	дела	True	99.99%
тысяча	время	времени	False	99.24%
тысяча	дело	дела	False	99.85%
угол	глаз	глаза	False	99.99%
улица	группа	группы	True	53.29%
участие	действие	действия	True	99.97%
участие	дело	дела	True	99.99%
федерация	государство	государства	True	99.99%
ход	движение	движения	True	99.99%
ход	действие	действия	True	99.99%
ход	дело	дела	True	78.92%
хозяин	глава	главы	True	98.75%
хозяин	господин	господина	True	99.98%
хозяин	гость	гостя	True	88.02%
центр	город	города	True	99.98%
церковь	вера	веры	True	98.38%
час	время	времени	True	99.98%
чувство	возможность	возможности	True	97.45%
экономика	дело	дела	False	99.10%
